"date" "N_bikes" "temperature" "feels_like" "humidity" "wind_speed" "holiday" "weekend" "season"
"35" 2016-07-17 37769 22.9791666666667 23 67.25 17.8541666666667 0 1 1
"36" 2016-08-07 38076 21.6458333333333 21.6458333333333 NA 24.4375 0 1 1
"37" 2016-08-08 37769 18.3541666666667 18.3541666666667 54.3333333333333 21.4166666666667 0 0 1
"38" 2015-08-10 35335 20.3333333333333 20.3333333333333 74.0208333333333 18.1041666666667 0 0 1
"39" 2016-01-02 7195 10.5 9.39583333333333 NA 21.6041666666667 0 1 3
"40" 2016-06-27 33299 18.0625 18.0625 68.9583333333333 16.0416666666667 0 0 1
"41" 2016-04-07 NA 7.93478260869565 4.76086956521739 75.0217391304348 21.0869565217391 0 0 0
"42" 2016-08-02 28593 18.8541666666667 18.8541666666667 86.7708333333333 17.3125 0 0 1
"43" 2015-04-18 29595 9.64583333333333 8.14583333333333 63.875 22.5833333333333 0 1 0
"44" 2015-11-30 20918 12.0217391304348 11.4782608695652 77.5217391304348 26.0652173913043 0 0 2
"45" 2015-08-04 37644 18.2708333333333 18.25 61 22.9166666666667 0 0 1
"46" 2016-09-08 40555 20.1875 20.0416666666667 62.2708333333333 19.2916666666667 0 0 2
"47" 2015-07-08 41703 17.8125 17.8125 62.4375 23.8333333333333 0 0 1
"48" 2015-02-26 20036 9.25 7.4375 81.7291666666667 16.9166666666667 0 0 3
"49" 2015-09-13 26166 14.0208333333333 14.0208333333333 73 10.9583333333333 0 1 2
"50" 2015-08-01 43017 17.6666666666667 17.5625 55.6875 12.6041666666667 0 1 1
"51" 2015-08-21 35882 22.1041666666667 22.1041666666667 68.9166666666667 14.5625 0 0 1
"52" 2015-04-20 32057 11.0625 10.4375 64.4375 13.8541666666667 0 0 0
"53" 2016-10-18 32771 12.125 12 68.75 24.1041666666667 0 0 2
"54" 2015-12-30 12301 12.5833333333333 12.5416666666667 69.375 25.0833333333333 0 0 3
"55" 2015-05-01 29579 9.08333333333333 7.22916666666667 64.25 18.875 0 0 0
"56" 2015-04-08 30643 11.75 11.375 73.9583333333333 11.0208333333333 0 0 0
"57" 2015-03-18 NA 6.89583333333333 4.58333333333333 80.0625 12.2083333333333 0 0 0
"58" 2016-09-04 27512 18.8541666666667 18.8541666666667 69.8541666666667 23.3958333333333 0 1 2
"59" 2016-02-01 23606 12.7708333333333 12.6041666666667 68.125 34.9375 0 0 3
"60" 2017-01-03 19436 3.39583333333333 -0.625 81.3958333333333 18.9375 0 0 3
"61" 2016-05-15 34302 12.1875 11.9583333333333 NA 12.3958333333333 0 1 0
"62" 2016-07-15 36601 17.3958333333333 17.3958333333333 69.5416666666667 16.7083333333333 0 0 1
"63" 2016-05-25 31614 11.0833333333333 10.375 73.7916666666667 11.3125 0 0 0
"64" 2016-12-12 NA 8.29166666666667 7.08333333333333 91.4583333333333 10.5625 0 0 3
"65" 2015-09-15 28066 14.25 14.25 74.9583333333333 18 0 0 2
"66" 2016-10-21 30567 11.0625 10.125 81.7916666666667 12.5625 0 0 2
"67" 2015-05-26 34809 14.9166666666667 14.9166666666667 60.0625 14.6041666666667 0 0 0
"68" 2015-09-25 34783 13.7291666666667 13.7291666666667 67.5208333333333 10.7291666666667 0 0 2
"69" 2016-09-16 21967 17.3333333333333 17.3333333333333 79.1875 17.3333333333333 0 0 2
"70" 2016-06-30 35432 17.25 17.25 74.0625 18.4166666666667 0 0 1
"71" 2016-03-23 26837 8.8125 8.20833333333333 66.7291666666667 6.20833333333333 0 0 0
"72" 2015-05-16 32526 15.1458333333333 15.1458333333333 59.875 19.9166666666667 0 1 0
"73" 2015-02-05 NA 2.89583333333333 -0.916666666666667 NA 16.0208333333333 0 0 3
"74" 2016-07-01 27730 16.7708333333333 16.7708333333333 73.2916666666667 22.2708333333333 0 0 1
"75" 2016-04-03 NA 11.5625 11.0416666666667 77.5416666666667 11.3125 0 1 0
"76" 2015-08-29 22618 18.2916666666667 18.2708333333333 72.7291666666667 7.77083333333333 NA 1 1
"77" 2016-03-14 25448 6.6875 3.29166666666667 68.5833333333333 20.9791666666667 0 0 0
"78" 2015-12-16 25558 14.4791666666667 14.4791666666667 81.6875 20.4583333333333 0 0 3
"79" 2015-07-12 23240 18.5208333333333 18.5208333333333 75.4791666666667 21.6875 0 1 1
"80" 2015-10-12 31292 11.2708333333333 10.9583333333333 70.0833333333333 10 0 0 2
"81" 2016-05-06 39589 15.0625 14.9375 62.7708333333333 13.3958333333333 0 0 0
"82" 2015-03-25 25672 6.20833333333333 4.64583333333333 67.0833333333333 7.9375 NA 0 0
"83" 2015-06-26 37019 20.6041666666667 20.6041666666667 55.25 15.9166666666667 0 0 1
"84" 2016-03-27 8123 9.71428571428571 7.46428571428571 72.75 29.5 0 1 0
"85" 2015-06-19 35966 16.3541666666667 16.3541666666667 58.5416666666667 16.0208333333333 0 0 1
"86" 2016-03-16 25322 7.29166666666667 3.75 73.8541666666667 22.0833333333333 0 0 0
"87" 2015-01-23 21892 2.70833333333333 -0.0208333333333333 79.4166666666667 12.4166666666667 0 0 3
"88" 2016-05-24 36184 12.9375 12.7291666666667 63.7708333333333 15.2708333333333 0 0 0
"89" 2015-12-12 15815 11.675 11.2 NA 23.375 0 1 3
"90" 2016-02-13 9869 4.25 0.666666666666667 NA 18.4375 0 1 3
"91" 2015-06-07 35407 15 14.9166666666667 55.9791666666667 12.5208333333333 0 1 1
"92" 2015-01-21 22782 3.04166666666667 -0.375 NA 14.7291666666667 0 0 3
"93" 2015-03-28 18986 11.5625 11.1458333333333 80.125 22.8958333333333 0 1 0
"94" 2016-02-09 23308 6.33333333333333 2.64583333333333 68.25 21.375 0 0 3
"95" 2015-08-09 40441 21.25 21.1041666666667 55.8125 12.2708333333333 0 1 1
"96" 2016-09-26 34774 15.375 15.375 69.1041666666667 10.4791666666667 0 0 2
"97" 2016-07-19 46021 24.6458333333333 24.7291666666667 62.6041666666667 14.4583333333333 0 0 1
"98" 2015-06-23 37472 15.8125 15.8125 60.4375 14.1041666666667 0 0 1
"99" 2016-03-29 18814 8.5625 5.85416666666667 69.625 23.1041666666667 0 0 0
"100" 2016-09-01 39270 19.3478260869565 19.2826086956522 62.2173913043478 13.7608695652174 0 0 2
"101" 2015-12-27 9378 14.3333333333333 14.3333333333333 81.1458333333333 22 0 1 3
"102" 2016-01-11 21092 7.04166666666667 4.22916666666667 82.6041666666667 16.5208333333333 0 0 3
"103" 2015-04-24 32102 13.0208333333333 12.6875 68.6458333333333 14.1666666666667 0 0 0
"104" 2015-09-22 NA 12.4166666666667 12.4166666666667 83.1458333333333 12.5625 0 0 2
"105" 2016-10-03 35582 13.2083333333333 13.1041666666667 69.0625 6.47916666666667 0 0 2
"106" 2016-11-15 28498 14.2708333333333 14.2708333333333 87.5625 16.8333333333333 0 0 2
"107" 2015-10-11 27796 12.2916666666667 12.0416666666667 72.5625 13.2083333333333 0 1 2
"108" 2015-05-18 24288 12.4166666666667 11.9791666666667 68.2916666666667 25.1041666666667 0 0 0
"109" 2016-04-04 NA 11.0833333333333 10.5 77.5208333333333 13.5833333333333 0 0 0
"110" 2016-08-28 25849 20.0208333333333 20.0208333333333 NA 18.2291666666667 0 1 1
"111" 2016-04-22 20342 9.125 6.83333333333333 74.1666666666667 19.4791666666667 0 0 0
"112" 2015-08-02 43295 19.7916666666667 19.5416666666667 57.7708333333333 12.5 0 1 1
"113" 2016-03-15 25224 6.39583333333333 4.20833333333333 84.75 12.6875 0 0 0
"114" 2015-06-09 33255 12.0416666666667 11.3125 59.1875 21.0208333333333 0 0 1
"115" 2016-12-29 NA 3.77083333333333 2.4375 89.9791666666667 6.0625 0 0 3
"116" 2015-07-29 36761 15.8333333333333 15.8333333333333 60.8958333333333 19.6666666666667 0 0 1
"117" 2016-12-11 NA 8 5.5625 86.5833333333333 15.2708333333333 0 1 3
"118" 2015-08-31 9639 15.4791666666667 15.4791666666667 89.5416666666667 10.4375 1 0 1
"119" 2015-10-18 23070 13.0416666666667 13.0416666666667 79.7291666666667 9.14583333333333 0 1 2
"120" 2015-06-06 32820 15.2708333333333 15.2291666666667 NA 23.7916666666667 0 1 1
"121" 2015-07-17 38505 20.4375 20.4375 62.7083333333333 19.9583333333333 0 0 1
"122" 2016-08-09 39514 16.75 16.75 52.2083333333333 16.3541666666667 0 0 1
"123" 2015-01-22 23278 2.58333333333333 1.04166666666667 74.4791666666667 6.72916666666667 0 0 3
"124" 2016-04-23 21762 7.60416666666667 5.39583333333333 64.5416666666667 13.6875 0 1 0
"125" 2015-10-13 20114 10.5833333333333 9.41666666666667 73.4166666666667 14.5277777777778 0 0 2
"126" 2015-03-19 24077 7.25 4.54166666666667 79.1458333333333 15.0833333333333 0 0 0
"127" 2015-12-24 8908 10.9166666666667 9.89583333333333 68.3125 25.5625 0 0 3
"128" 2016-03-17 27060 6.41666666666667 4.41666666666667 70.7916666666667 12.1666666666667 0 0 0
"129" 2015-10-27 NA 14.3958333333333 14.3958333333333 84.9583333333333 12.2291666666667 0 0 2
"130" 2015-11-21 12751 4.375 -0.375 NA 26.25 0 1 2
"131" 2016-02-26 23580 3.91666666666667 1.45833333333333 68.6875 11.5208333333333 0 0 3
"132" 2015-03-13 25700 8.5 6.625 61.2708333333333 17.7708333333333 0 0 0
"133" 2015-01-13 24697 8.60416666666667 6.08333333333333 75.8125 21.2083333333333 0 0 3
"134" 2016-12-13 NA 11.625 11.375 90.75 9.95833333333333 0 0 3
"135" 2016-10-02 27022 13.2083333333333 13.2083333333333 NA 13.5625 0 1 2
"136" 2015-05-27 36407 14.7916666666667 14.5416666666667 56.4166666666667 16.6875 0 0 0
"137" 2016-12-27 10842 4.1875 2.45833333333333 81.9166666666667 7.5 NA 0 3
"138" 2015-08-13 NA 18.9375 18.9375 83.8958333333333 15.1458333333333 0 0 1
"139" 2015-05-14 15609 9.89583333333333 7.89583333333333 84.9583333333333 21.375 0 0 0
"140" 2016-06-19 30954 16.9583333333333 16.9583333333333 72.6875 16.375 0 1 1
"141" 2015-04-05 19369 8.79166666666667 8.27083333333333 71.125 7.02083333333333 0 1 0
"142" 2015-12-25 22423 11.2708333333333 10.3541666666667 79.4375 18.0416666666667 1 0 3
"143" 2016-03-08 23129 5.4375 2.625 71.3958333333333 15 0 0 0
"144" 2015-02-07 13149 3.75 1.02083333333333 83.0208333333333 11.3125 0 1 3
"145" 2015-07-19 36693 20 19.7083333333333 49.2916666666667 18.9791666666667 0 1 1
"146" 2015-03-17 25780 8.47916666666667 7.16666666666667 85.875 10.2083333333333 0 0 0
"147" 2016-10-16 18527 13.9166666666667 13.6458333333333 82.875 14.4375 0 1 2
"148" 2016-02-18 23517 5.27083333333333 2.5625 71.9583333333333 13.2083333333333 0 0 3
"149" 2015-01-12 17199 11.125 9.75 76.5833333333333 28.1875 0 0 3
"150" 2016-04-29 25385 8.58333333333333 5.70833333333333 60.4375 24.2291666666667 0 0 0
"151" 2015-04-13 28048 11.6041666666667 11.1666666666667 68.7708333333333 9.72916666666667 0 0 0
"152" 2016-05-12 38082 17.7083333333333 17.625 69.8125 15.6666666666667 0 0 0
"153" 2016-11-25 27413 8.20833333333333 6.14583333333333 70.3125 16.0208333333333 0 0 2
"154" 2016-05-30 23697 14.4166666666667 14.4166666666667 75.25 19.9375 1 0 0
"155" 2016-05-14 30046 10.2916666666667 8.97916666666667 56.75 14.25 0 1 0
"156" 2016-05-16 37045 14.1666666666667 14.1041666666667 62.1875 8.97916666666667 0 0 0
"157" 2016-11-04 21932 9.4375 8.375 79.875 9.22916666666667 0 0 2
"158" 2016-01-15 22446 4 -0.291666666666667 70.0208333333333 21.4375 0 0 3
"159" 2015-08-19 31640 17.9375 17.9375 68.5 15.0833333333333 0 0 1
"160" 2016-09-13 43573 24.7916666666667 24.625 62.1666666666667 13.5208333333333 0 0 2
"161" 2015-01-19 23034 2.41666666666667 0.791666666666667 80 6.1875 0 0 3
"162" 2016-08-04 39082 19.2291666666667 19.1666666666667 62.9583333333333 23.8333333333333 0 0 1
"163" 2015-09-05 22317 13.4375 13.4375 71.4791666666667 11.2916666666667 0 1 2
"164" 2015-12-29 15592 11.75 11.5833333333333 74.5208333333333 17.2083333333333 0 0 3
"165" 2015-09-23 33977 14.125 13.9166666666667 71.4583333333333 18.2916666666667 0 0 2
"166" 2015-09-28 33138 13.9791666666667 13.9791666666667 74.1875 14.9166666666667 0 0 2
"167" 2016-05-11 27574 16.0833333333333 16.0833333333333 91.3541666666667 9.95833333333333 0 0 0
"168" 2015-03-08 20017 10.0416666666667 9.04166666666667 78.8541666666667 14.2291666666667 0 1 0
"169" 2016-06-06 39050 15.8958333333333 15.8333333333333 70.1666666666667 14.3333333333333 0 0 1
"170" 2016-04-17 26885 7.58333333333333 6.39583333333333 59.0833333333333 8.64583333333333 0 1 0
"171" 2015-11-13 25252 10.6666666666667 8.83333333333333 66 27.9375 0 0 2
"172" 2015-12-07 25734 13.3125 13.3125 81.5416666666667 14.4791666666667 0 0 3
"173" 2015-10-26 30364 11.7083333333333 11 85.9166666666667 13.5625 0 0 2
"174" 2016-10-09 25082 12.1041666666667 11.75 72.0208333333333 10.1041666666667 0 1 2
"175" 2016-09-28 38529 17.9375 17.9375 75.3541666666667 21.25 0 0 2
"176" 2015-10-28 23881 13.5833333333333 13.5833333333333 84.7708333333333 10.875 0 0 2
"177" 2015-11-23 23908 5.04166666666667 2.72916666666667 74.9583333333333 11.1458333333333 0 0 2
"178" 2015-06-25 38673 19.6458333333333 19.5833333333333 56.9791666666667 13.5416666666667 0 0 1
"179" 2016-11-13 19044 8.64583333333333 7.5 83.5208333333333 8.33333333333333 0 1 2
"180" 2015-11-14 8898 11.25 9.79166666666667 81.2916666666667 23.3333333333333 0 1 2
"181" 2016-06-23 24852 19.9375 19.9375 89.9583333333333 10.6041666666667 0 0 1
"182" 2016-10-08 26884 14 14 77.1458333333333 8.97916666666667 0 1 2
"183" 2016-09-14 44478 23.4583333333333 23.4791666666667 63.2708333333333 10.4375 0 0 2
"184" 2015-11-19 23695 11.5833333333333 11.1875 80 21.5208333333333 0 0 2
"185" 2015-11-26 26626 9.39583333333333 8.52083333333333 86.3125 7.54166666666667 0 0 2
"186" 2016-11-29 NA 3.0625 1.625 NA 6.83333333333333 0 0 2
"187" 2016-03-13 21687 5.33333333333333 2.72916666666667 81.9166666666667 14.6666666666667 0 1 0
"188" 2016-02-15 21789 3.66666666666667 0.0625 NA 16.3125 0 0 3
"189" 2016-01-20 NA 1.5625 0.354166666666667 77.4166666666667 5.41666666666667 0 0 3
"190" 2016-12-28 12428 2.16666666666667 0.0208333333333333 97.2291666666667 7.39583333333333 0 0 3
"191" 2016-08-31 38989 19.8125 19.8125 63.125 15.3333333333333 0 0 1
"192" 2015-06-12 35172 18.75 18.75 69.5833333333333 12.2083333333333 0 0 1
"193" 2016-11-12 8990 9.30434782608696 7.82608695652174 85.9130434782609 10.7608695652174 0 1 2
"194" 2015-07-25 32608 16.6875 16.6875 61.7083333333333 19.9166666666667 0 1 1
"195" 2016-08-18 38983 19.4375 19.3333333333333 69.0833333333333 13.25 0 0 1
"196" 2016-10-25 32992 11.8333333333333 11.8333333333333 79.0625 5.1875 0 0 2
"197" 2016-04-19 33342 11.2916666666667 10.3541666666667 61.5416666666667 12.8541666666667 0 0 0
"198" 2015-11-04 23462 13.4791666666667 13.4791666666667 88.5416666666667 8.39583333333333 0 0 2
"199" 2016-06-04 NA 15.1458333333333 15.1458333333333 87.1458333333333 8.60416666666667 NA 1 1
"200" 2015-02-27 24367 5.9375 3.10416666666667 66.2708333333333 14.3125 0 0 3
"201" 2016-06-18 29226 14.8958333333333 14.8958333333333 76.1875 11.2083333333333 0 1 1
"202" 2016-04-25 24149 8.04166666666667 5.72916666666667 74.2083333333333 18.2708333333333 0 0 0
"203" 2016-01-14 22186 4.47916666666667 -0.208333333333333 73.0208333333333 25.9375 0 0 3
"204" 2015-04-26 19427 9.64583333333333 8.29166666666667 83.3333333333333 11.1875 0 1 0
"205" 2016-01-19 23819 1.3125 0.958333333333333 68.5208333333333 2.77083333333333 0 0 3
"206" 2015-11-12 28962 14.25 14.25 81.1875 17.2291666666667 0 0 2
"207" 2015-10-04 29884 13.3333333333333 13.1041666666667 72.8333333333333 9.85416666666667 0 1 2
"208" 2015-05-30 29206 13.0833333333333 12.4166666666667 57.7708333333333 17.8333333333333 0 1 0
"209" 2016-04-18 28220 9.52083333333333 8.35416666666667 60.8125 17.0833333333333 0 0 0
"210" 2015-10-16 NA 12.5 12.5 78.5625 16.4791666666667 0 0 2
"211" 2015-05-08 26878 13.0833333333333 12.9791666666667 71.1666666666667 12.1041666666667 0 0 0
"212" 2016-09-30 33753 15.3125 15.3125 66.5833333333333 16.7916666666667 0 0 2
"213" 2015-01-08 NA 9.75 7.79166666666667 79.3125 20.4791666666667 0 0 3
"214" 2016-10-27 33888 12.8541666666667 12.6875 79.6458333333333 17.0208333333333 0 0 2
"215" 2015-10-22 30326 13.9791666666667 13.9791666666667 69.9166666666667 16.9166666666667 0 0 2
"216" 2015-01-24 17539 5.70833333333333 2.33333333333333 72.7291666666667 18.0625 0 1 3
"217" 2016-06-02 NA 11.375 11.2916666666667 83.25 20.0208333333333 0 0 1
"218" 2015-10-02 35503 13.6875 13.6875 73.3125 10.7291666666667 0 0 2
"219" 2015-01-07 NA 7.45652173913043 4.5 78.1086956521739 19.7608695652174 0 0 3
"220" 2016-05-22 30628 15.1666666666667 15.1666666666667 67.4791666666667 9.41666666666667 0 1 0
"221" 2015-03-10 27674 8.91666666666667 7.39583333333333 65.4583333333333 10.625 0 0 0
"222" 2016-12-26 11455 8.35416666666667 5.54166666666667 70.5416666666667 22.0208333333333 1 0 3
"223" 2016-01-10 14320 7.25 4.16666666666667 75.375 18.9166666666667 0 1 3
"224" 2015-07-22 37915 19.3333333333333 19.2291666666667 60.9583333333333 17.75 0 0 1
"225" 2015-06-02 27939 15.6666666666667 15.6666666666667 75.0208333333333 33.5208333333333 0 0 1
"226" 2016-03-24 19329 8.97916666666667 6.77083333333333 75.9166666666667 17.1666666666667 0 0 0
"227" 2016-08-25 37742 23.9791666666667 24.3541666666667 66.9791666666667 8.3125 0 0 1
"228" 2015-07-31 36675 16.9583333333333 16.8958333333333 58.6458333333333 8.1875 NA 0 1
"229" 2015-05-09 27810 14.8125 14.8125 59.3958333333333 26.2708333333333 0 1 0
"230" 2016-06-07 34676 17.5 17.5 72.2083333333333 8.45833333333333 0 0 1
"231" 2015-05-06 24438 12.5 12.25 70.5416666666667 32.1666666666667 0 0 0
"232" 2016-09-11 39403 16.8541666666667 16.75 63.8541666666667 9.04166666666667 0 1 2
"233" 2016-06-08 34196 18.4791666666667 18.4791666666667 73.2916666666667 7.375 0 0 1
"234" 2015-02-12 23227 3.97916666666667 2.375 73.125 7.20833333333333 NA 0 3
"235" 2016-10-31 34461 12.7083333333333 12.6666666666667 89.2916666666667 6.4375 NA 0 2
"236" 2016-11-20 10613 7.6875 4.66666666666667 85 20.4583333333333 0 1 2
"237" 2015-05-13 36699 13.75 13.3541666666667 56.4791666666667 11.6666666666667 0 0 0
"238" 2017-01-02 NA 3.72916666666667 0.9375 83.1458333333333 11.1666666666667 1 0 3
"239" 2015-05-02 22231 9.75 8.4375 NA 21.0625 0 1 0
"240" 2015-03-12 28131 10 8.95833333333333 56.2083333333333 13.5833333333333 0 0 0
"241" 2016-09-07 39816 22.5625 22.5833333333333 66.9166666666667 9.5625 0 0 2
"242" 2016-03-20 17043 7.91666666666667 6 71.9583333333333 12.7916666666667 0 1 0
"243" 2016-06-10 39637 17.6458333333333 17.5833333333333 64.2291666666667 10.0208333333333 0 0 1
"244" 2015-11-05 NA 15.1666666666667 15.1666666666667 87.4375 14.3333333333333 0 0 2
"245" 2016-12-15 28195 9 7.52083333333333 89.5416666666667 11.75 0 0 3
"246" 2016-09-12 39261 20.5416666666667 20.5416666666667 65.125 11.5416666666667 0 0 2
"247" 2016-07-20 44664 24.9791666666667 25.0416666666667 59 19.0416666666667 0 0 1
"248" 2015-09-04 29709 14.2916666666667 14.2916666666667 65.3333333333333 13.125 0 0 2
"249" 2016-07-30 45608 19.5208333333333 19.3958333333333 63.2708333333333 10.4583333333333 0 1 1
"250" 2015-10-08 33676 12.3958333333333 11.8125 72.8333333333333 8.41666666666667 0 0 2
"251" 2015-03-22 18618 5.85416666666667 3.33333333333333 67.7291666666667 12.3958333333333 0 1 0
"252" 2015-01-11 14575 6.64583333333333 2.45833333333333 NA 26.5625 0 1 3
"253" 2015-08-08 38993 19.7291666666667 19.7291666666667 69.4375 11.0416666666667 0 1 1
"254" 2015-04-09 31520 10.5 9.5625 79.3125 10.5625 0 0 0
"255" 2015-09-17 32075 14.7916666666667 14.7916666666667 72.75 16.6875 0 0 2
"256" 2015-07-23 39092 18.1666666666667 18.125 56.5208333333333 13.5625 0 0 1
"257" 2016-03-22 29150 8.66666666666667 8.20833333333333 65.0625 6 0 0 0
"258" 2015-12-28 13732 11.7291666666667 11.5625 73.4166666666667 15.0416666666667 1 0 3
"259" 2015-05-04 26795 14.6041666666667 14.6041666666667 67.2083333333333 18.8125 1 0 0
"260" 2016-11-09 18700 7.64583333333333 4.66666666666667 85.2916666666667 18.875 0 0 2
"261" 2016-03-09 19142 8.02083333333333 5.22916666666667 86.8333333333333 17 0 0 0
"262" 2016-06-25 25939 16.0625 16.0625 NA 13.5625 0 1 1
"263" 2015-05-03 NA 14.5625 14.5 NA 21.75 0 1 0
"264" 2015-11-03 30710 11.8958333333333 11.7083333333333 88.625 9.04166666666667 0 0 2
"265" 2015-09-20 31141 15.4166666666667 15.4166666666667 73.6666666666667 11.3541666666667 0 1 2
"266" 2015-06-20 26295 16.6458333333333 16.6458333333333 74.8125 9.75 0 1 1
"267" 2016-02-19 22173 6.20833333333333 2.875 78.9583333333333 19.5416666666667 0 0 3
"268" 2017-01-01 NA 7 4.4375 88.4375 14.125 0 1 3
"269" 2016-12-23 NA 9.91666666666667 8.875 84.6666666666667 21.2916666666667 0 0 3
"270" 2015-08-18 34530 17.625 17.625 59.5208333333333 16.1458333333333 0 0 1
"271" 2015-07-26 NA 15.4583333333333 15.4583333333333 NA 16.25 0 1 1
"272" 2015-03-16 19824 7 4.52083333333333 81.7708333333333 13.6875 0 0 0
"273" 2016-01-12 22799 6.1875 1.83333333333333 77.9583333333333 27.8125 0 0 3
"274" 2016-08-03 40268 20.6666666666667 20.6666666666667 67.6458333333333 24.7083333333333 0 0 1
"275" 2015-07-30 36145 15.9375 15.9375 60.2083333333333 14.8541666666667 0 0 1
"276" 2016-04-02 24367 10.7291666666667 9.45833333333333 62.125 14.8333333333333 0 1 0
"277" 2015-09-06 29429 14.125 13.8541666666667 64.7083333333333 9.8125 0 1 2
"278" 2016-10-11 34914 10.875 10.5625 75.2291666666667 7.91666666666667 0 0 2
"279" 2016-11-21 19230 9.97916666666667 9 86.4166666666667 16.7291666666667 0 0 2
"280" 2015-05-17 31323 13.5833333333333 13.25 NA 17.1666666666667 0 1 0
"281" 2015-03-29 8592 11.304347826087 10.0869565217391 77.445652173913 30.7717391304348 0 1 0
"282" 2015-05-20 30534 11.5208333333333 10.4583333333333 61.1875 18.6875 0 0 0
"283" 2016-09-23 38528 15.7291666666667 15.7291666666667 59.4375 10.375 0 0 2
"284" 2015-08-16 30616 16.8125 16.8125 63.4166666666667 7 NA 1 1
"285" 2015-03-23 25592 8 6.47916666666667 66.1666666666667 11.9166666666667 0 0 0
"286" 2015-05-11 33719 17.3333333333333 17.3333333333333 64.5208333333333 17.25 0 0 0
"287" 2015-12-21 18136 10.875 9.6875 77.5416666666667 22.6041666666667 0 0 3
"288" 2016-07-08 36842 19.625 19.625 66.1875 23.125 0 0 1
"289" 2016-09-05 27873 19.0208333333333 19.0208333333333 82.5208333333333 9.4375 0 0 2
"290" 2015-01-10 14709 10.4791666666667 8.70833333333333 66.125 34.3125 0 1 3
"291" 2016-12-03 17898 6.5625 4.29166666666667 75.9166666666667 13.3541666666667 0 1 3
"292" 2016-05-27 35708 15.1041666666667 15.1041666666667 71.5 15.6041666666667 0 0 0
"293" 2016-05-23 35067 15.1458333333333 15.1458333333333 61.6041666666667 15.1666666666667 0 0 0
"294" 2016-03-11 20893 5.10416666666667 3.79166666666667 83.1875 7.20833333333333 0 0 0
"295" 2015-11-06 NA 16.2291666666667 16.2291666666667 84.8125 18.125 0 0 2
"296" 2016-05-21 26373 15.9375 15.9375 NA 19.25 0 1 0
